name,distance,stellar_magnitude,planet_type,discovery_year,mass_multiplier,mass_wrt,radius_multiplier,radius_wrt,orbital_radius,orbital_period,eccentricity,detection_method
Kepler-747 b,10918.0,15.595,Neptune-like,2016,24.1,Earth,0.47,Jupiter,0.1916,0.09746748,0.0,Transit
Kepler-748 b,5565.0,15.37,Neptune-like,2016,6.9,Earth,0.225,Jupiter,0.0745,0.020260096,0.0,Transit
Kepler-749 b,2352.0,16.153,Neptune-like,2016,9.8,Earth,0.277,Jupiter,0.1054,0.047364816,0.0,Transit
Kepler-74 b,3841.0,14.487,Gas Giant,2013,0.63,Jupiter,0.96,Jupiter,0.0781,0.019986311,0.0,Transit
Kepler-750 b,4228.0,14.634,Neptune-like,2016,9.64,Earth,0.274,Jupiter,0.093,0.025735795,0.0,Transit
Kepler-750 c,4228.0,14.634,Super Earth,2016,3.26,Earth,1.62,Earth,0.0533,0.011225188,0.0,Transit
Kepler-751 b,2481.0,15.211,Neptune-like,2016,6.62,Earth,0.219,Jupiter,0.1263,0.047638603,0.0,Transit
Kepler-752 b,4020.0,15.864,Neptune-like,2016,8.3,Earth,0.251,Jupiter,0.1353,0.05147159,0.0,Transit
Kepler-753 b,896.0,14.891,Super Earth,2016,4.31,Earth,1.91,Earth,0.054,0.015605749,0.0,Transit
Kepler-754 b,5775.0,15.352,Super Earth,2016,4.7,Earth,2.01,Earth,0.116,0.039972622,0.0,Transit
Kepler-755 b,1302.0,14.277,Super Earth,2016,3.75,Earth,1.76,Earth,0.0214,0.003559206,0.0,Transit
Kepler-755 c,1302.0,14.277,Super Earth,2016,2.13,Earth,1.26,Earth,0.0367,0.007939767,0.0,Transit
Kepler-756 b,2779.0,15.986,Super Earth,2016,1.46,Earth,1.12,Earth,0.0219,0.003285421,0.0,Transit
Kepler-757 b,3486.0,15.066,Super Earth,2016,2.42,Earth,1.36,Earth,0.019,0.0027378509,0.0,Transit
Kepler-758 b,4901.0,14.379,Neptune-like,2016,6.71,Earth,0.221,Jupiter,0.1019,0.033127997,0.0,Transit
Kepler-758 c,4901.0,14.379,Super Earth,2016,3.5,Earth,1.69,Earth,0.0547,0.013141684,0.0,Transit
Kepler-758 d,4901.0,14.379,Neptune-like,2016,5.14,Earth,2.12,Earth,0.1447,0.056125943,0.0,Transit
Kepler-758 e,4901.0,14.379,Super Earth,2016,2.96,Earth,1.53,Earth,0.0785,0.022450376,0.0,Transit
Kepler-759 b,3502.0,14.579,Neptune-like,2016,5.77,Earth,0.203,Jupiter,0.2329,0.11444216,0.0,Transit
Kepler-75 b,2725.0,15.414,Gas Giant,2013,10.1,Jupiter,1.05,Jupiter,0.0818,0.02436687,0.57,Transit
Kepler-760 b,2585.0,15.181,Neptune-like,2016,9.59,Earth,0.273,Jupiter,0.0772,0.023819301,0.0,Transit
Kepler-760 c,2585.0,15.181,Super Earth,2016,2.79,Earth,1.48,Earth,0.0333,0.0068446267,0.0,Transit
Kepler-761 b,2710.0,14.993,Super Earth,2016,4.78,Earth,2.03,Earth,0.0874,0.027652293,0.0,Transit
Kepler-762 b,6192.0,15.574,Gas Giant,2016,,,1.131,Jupiter,0.0493,0.010403832,0.0,Transit
Kepler-763 b,3140.0,15.965,Super Earth,2016,1.98,Earth,1.22,Earth,0.0205,0.003285421,0.0,Transit
Kepler-764 b,3418.0,15.555,Super Earth,2016,3.33,Earth,1.64,Earth,0.0724,0.019986311,0.0,Transit
Kepler-765 b,3511.0,14.709,Neptune-like,2016,6.48,Earth,0.217,Jupiter,0.1754,0.07583847,0.0,Transit
Kepler-766 b,7495.0,15.825,Neptune-like,2016,11.4,Earth,0.302,Jupiter,0.066,0.01670089,0.0,Transit
Kepler-767 b,7343.0,15.678,Neptune-like,2016,35.7,Earth,0.592,Jupiter,0.5874,0.4421629,0.0,Transit
Kepler-768 b,2559.0,15.969,Super Earth,2016,3.86,Earth,1.79,Earth,0.092,0.031211497,0.0,Transit
Kepler-769 b,3815.0,14.984,Neptune-like,2016,8.85,Earth,0.261,Jupiter,0.0778,0.020260096,0.0,Transit
Kepler-769 c,3815.0,14.984,Super Earth,2016,3.86,Earth,1.79,Earth,0.1297,0.043805614,0.0,Transit
Kepler-76 b,2684.0,13.474,Gas Giant,2013,2.01,Jupiter,1.36,Jupiter,0.0274,0.0041067763,0.0,Orbital Brightness Modulation
Kepler-770 b,3035.0,14.852,Neptune-like,2016,5.9,Earth,0.205,Jupiter,0.1694,0.051745377,0.0,Transit
Kepler-770 c,3035.0,14.852,Super Earth,2016,1.87,Earth,1.2,Earth,0.0309,0.0041067763,0.0,Transit
Kepler-770 d,3035.0,14.852,Super Earth,2016,2.54,Earth,1.4,Earth,0.0616,0.011498973,0.0,Transit
Kepler-771 b,4547.0,14.958,Super Earth,2016,3.97,Earth,1.82,Earth,0.0843,0.023819301,0.0,Transit
Kepler-772 b,3687.0,14.145,Super Earth,2016,3.97,Earth,1.82,Earth,0.1071,0.03559206,0.0,Transit
Kepler-773 b,1784.0,13.387,Super Earth,2016,2.63,Earth,1.43,Earth,0.047,0.010130048,0.0,Transit
Kepler-774 b,2994.0,12.886,Neptune-like,2016,10.2,Earth,0.283,Jupiter,0.1114,0.030390145,0.0,Transit
Kepler-775 b,1300.0,13.564,Super Earth,2016,1.81,Earth,1.19,Earth,0.0187,0.0027378509,0.0,Transit
Kepler-776 b,2374.0,15.562,Super Earth,2016,2.18,Earth,1.28,Earth,0.0523,0.013415469,0.0,Transit
Kepler-777 b,1445.0,16.131,Super Earth,2016,2.76,Earth,1.47,Earth,0.0519,0.015605749,0.0,Transit
Kepler-778 b,3060.0,15.959,Super Earth,2016,3.46,Earth,1.68,Earth,0.0453,0.010403832,0.0,Transit
Kepler-779 b,924.0,16.303,Terrestrial,2016,0.721,Earth,0.92,Earth,0.0533,0.01943874,0.0,Transit
Kepler-77 b,2086.0,14.152,Gas Giant,2013,0.43,Jupiter,0.96,Jupiter,0.04501,0.009856262,0.0,Transit
Kepler-780 b,1819.0,13.464,Terrestrial,2016,0.64,Earth,0.89,Earth,0.015,0.0019164955,0.0,Transit
Kepler-781 b,3472.0,16.207,Neptune-like,2016,8.7,Earth,0.258,Jupiter,0.1019,0.03613963,0.0,Transit
Kepler-782 b,1458.0,12.843,Neptune-like,2016,10.4,Earth,0.286,Jupiter,0.5444,0.4344969,0.0,Transit
Kepler-783 b,1683.0,14.153,Terrestrial,2016,0.399,Earth,0.78,Earth,0.0491,0.011772759,0.0,Transit
Kepler-783 c,1683.0,14.153,Neptune-like,2020,6.04,Earth,0.208,Jupiter,0.0684,0.01943874,0.0,Transit
Kepler-784 b,4253.0,13.392,Super Earth,2016,3.12,Earth,1.58,Earth,0.1967,0.08651608,0.0,Transit
Kepler-785 b,2094.0,16.315,Gas Giant,2016,,,1.162,Jupiter,0.025,0.0054757018,0.0,Transit
Kepler-786 b,1583.0,15.253,Neptune-like,2016,6.48,Earth,0.217,Jupiter,0.2548,0.14647502,0.0,Transit
Kepler-787 b,1643.0,16.696,Super Earth,2016,2.18,Earth,1.28,Earth,0.0159,0.0024640656,0.0,Transit
Kepler-788 b,5793.0,15.45,Neptune-like,2016,7.04,Earth,0.227,Jupiter,0.0835,0.022997946,0.0,Transit
Kepler-789 b,4828.0,14.723,Neptune-like,2016,5.14,Earth,2.12,Earth,0.0951,0.023545519,0.0,Transit
Kepler-78 b,406.0,11.717,Super Earth,2013,1.96716,Earth,1.121,Earth,,0.0010951404,0.0,Transit
Kepler-790 b,2294.0,15.534,Neptune-like,2016,5.39,Earth,2.18,Earth,0.101,0.037508555,0.0,Transit
Kepler-791 b,4131.0,14.473,Neptune-like,2016,9.53,Earth,0.272,Jupiter,0.1256,0.039972622,0.0,Transit
Kepler-792 b,4650.0,15.117,Super Earth,2016,4.5,Earth,1.96,Earth,0.0988,0.030937715,0.0,Transit
Kepler-793 b,3215.0,14.742,Super Earth,2016,2.45,Earth,1.37,Earth,0.0491,0.011498973,0.0,Transit
Kepler-794 b,3038.0,13.599,Neptune-like,2016,5.1,Earth,2.11,Earth,0.1036,0.030390145,0.0,Transit
Kepler-795 b,1605.0,13.423,Super Earth,2016,3.46,Earth,1.68,Earth,0.1817,0.08104038,0.0,Transit
Kepler-796 b,2667.0,13.175,Super Earth,2016,2.24,Earth,1.3,Earth,0.0662,0.017522246,0.0,Transit
Kepler-797 b,4290.0,14.751,Neptune-like,2016,5.35,Earth,2.17,Earth,0.181,0.07419576,0.0,Transit
Kepler-798 b,3172.0,14.221,Neptune-like,2016,6.3,Earth,0.213,Jupiter,0.1174,0.037508555,0.0,Transit
Kepler-799 b,4923.0,15.166,Neptune-like,2016,37.9,Earth,0.614,Jupiter,0.5167,0.36550307,0.0,Transit
Kepler-799 c,4923.0,15.166,Neptune-like,2021,8.15,Earth,0.248,Jupiter,0.1214,0.04161533,0.0,Transit
Kepler-79 b,3330.0,14.036,Neptune-like,2012,10.9,Earth,0.31,Jupiter,0.117,0.036960986,0.02,Transit
Kepler-79 c,3330.0,14.036,Neptune-like,2012,5.9,Earth,0.332,Jupiter,0.187,0.07501711,0.03,Transit
Kepler-79 d,3330.0,14.036,Neptune-like,2014,6.0,Earth,0.639,Jupiter,0.287,0.14264202,0.03,Transit
Kepler-79 e,3330.0,14.036,Neptune-like,2014,4.1,Earth,0.311,Jupiter,0.386,0.2220397,0.01,Transit
Kepler-7 b,3009.0,13.008,Gas Giant,2009,0.441,Jupiter,1.622,Jupiter,0.06067,0.013415469,0.0,Transit
Kepler-800 b,3325.0,15.92,Neptune-like,2016,8.5,Earth,0.254,Jupiter,0.1106,0.038603697,0.0,Transit
Kepler-801 b,1437.0,15.596,Super Earth,2016,4.66,Earth,2.0,Earth,0.0795,0.031211497,0.0,Transit
Kepler-802 b,2546.0,15.01,Neptune-like,2016,12.3,Earth,0.316,Jupiter,0.2265,0.109787814,0.0,Transit
Kepler-803 b,2087.0,13.856,Neptune-like,2016,13.8,Earth,0.338,Jupiter,0.2678,0.1377139,0.0,Transit
Kepler-804 b,2119.0,13.864,Super Earth,2016,4.42,Earth,1.94,Earth,0.1137,0.03942505,0.0,Transit
Kepler-804 c,2119.0,13.864,Super Earth,2016,1.55,Earth,1.14,Earth,0.0872,0.026557151,0.0,Transit
Kepler-805 b,2083.0,12.586,Neptune-like,2016,8.7,Earth,0.258,Jupiter,0.1978,0.08459959,0.0,Transit
Kepler-806 b,1181.0,11.813,Super Earth,2016,1.55,Earth,1.14,Earth,0.0764,0.022176592,0.0,Transit
Kepler-807 b,4870.0,15.194,Gas Giant,2016,0.242,Jupiter,0.93,Jupiter,0.4884,0.32279262,0.0,Transit
Kepler-808 b,1047.0,14.519,Super Earth,2016,2.73,Earth,1.46,Earth,0.0116,0.0016427105,0.0,Transit
Kepler-809 b,3136.0,14.875,Neptune-like,2016,9.32,Earth,0.269,Jupiter,0.2901,0.1522245,0.0,Transit
Kepler-80 b,1205.0,15.23,Neptune-like,2012,6.93,Earth,0.238,Jupiter,0.0648,0.01943874,0.0,Transit
Kepler-80 c,1205.0,15.23,Neptune-like,2012,6.74,Earth,0.244,Jupiter,0.0792,0.026009582,0.0,Transit
Kepler-80 d,1205.0,15.23,Super Earth,2014,6.75,Earth,1.53,Earth,0.0372,0.008487337,0.0,Transit
Kepler-80 e,1205.0,15.23,Super Earth,2014,4.13,Earth,1.6,Earth,0.0491,0.012594113,0.0,Transit
Kepler-80 f,1205.0,15.23,Super Earth,2016,1.92,Earth,1.21,Earth,0.0175,0.0027378509,0.0,Transit
Kepler-80 g,1205.0,15.23,Super Earth,2017,1.51,Earth,1.13,Earth,,0.039972622,0.0,Transit
Kepler-810 b,4758.0,15.73,Super Earth,2016,4.38,Earth,1.93,Earth,0.055,0.012594113,0.0,Transit
Kepler-811 b,3213.0,14.046,Neptune-like,2016,7.75,Earth,0.241,Jupiter,0.1583,0.06461328,0.0,Transit
Kepler-812 b,4837.0,13.815,Neptune-like,2016,12.3,Earth,0.317,Jupiter,0.1024,0.027652293,0.0,Transit
Kepler-813 b,2740.0,14.646,Neptune-like,2016,5.22,Earth,2.14,Earth,0.1439,0.05229295,0.0,Transit
Kepler-814 b,6706.0,14.859,Neptune-like,2016,5.14,Earth,2.12,Earth,0.0695,0.01670089,0.0,Transit
Kepler-815 b,4108.0,13.438,Neptune-like,2016,15.8,Earth,0.367,Jupiter,0.0888,0.023545519,0.0,Transit
Kepler-816 b,3209.0,16.365,Gas Giant,2016,0.234,Jupiter,0.914,Jupiter,0.0895,0.028747434,0.0,Transit
Kepler-817 b,4842.0,15.967,Gas Giant,2016,0.189,Jupiter,0.806,Jupiter,0.0493,0.0109514035,0.0,Transit
Kepler-818 b,3017.0,15.368,Neptune-like,2016,22.9,Earth,0.456,Jupiter,0.0886,0.027378507,0.0,Transit
Kepler-819 b,2167.0,15.402,Neptune-like,2016,8.05,Earth,0.246,Jupiter,0.1894,0.09089665,0.0,Transit
Kepler-81 b,1136.0,15.258,Super Earth,2012,17.2,Earth,0.216,Jupiter,0.0522,0.016427105,0.0,Transit
Kepler-81 c,1136.0,15.258,Neptune-like,2012,4.3,Earth,0.211,Jupiter,0.08347,0.03285421,0.0,Transit
Kepler-81 d,1136.0,15.258,Super Earth,2014,1.92,Earth,1.21,Earth,0.128,0.056947295,0.0,Transit
Kepler-820 b,4525.0,14.135,Neptune-like,2016,30.8,Earth,0.543,Jupiter,0.5829,0.34989733,0.0,Transit
Kepler-821 b,2005.0,15.153,Super Earth,2016,2.27,Earth,1.31,Earth,0.029,0.005201916,0.0,Transit
Kepler-822 b,2807.0,14.75,Super Earth,2016,3.78,Earth,1.77,Earth,0.0412,0.008761123,0.0,Transit
Kepler-823 b,4532.0,15.089,Super Earth,2016,3.09,Earth,1.57,Earth,0.0507,0.011498973,0.0,Transit
Kepler-824 b,3919.0,15.051,Super Earth,2016,4.16,Earth,1.87,Earth,0.055,0.0123203285,0.0,Transit
Kepler-825 b,2635.0,14.296,Super Earth,2016,2.96,Earth,1.53,Earth,0.0453,0.010403832,0.0,Transit
Kepler-825 c,2635.0,14.296,Super Earth,2016,4.04,Earth,1.84,Earth,0.0759,0.022450376,0.0,Transit
Kepler-826 b,2543.0,13.644,Super Earth,2016,2.1,Earth,1.25,Earth,0.0528,0.0123203285,0.0,Transit
Kepler-827 b,6676.0,15.865,Neptune-like,2016,27.0,Earth,0.502,Jupiter,0.2742,0.14209446,0.0,Transit
Kepler-828 b,1877.0,15.374,Super Earth,2016,2.89,Earth,1.51,Earth,0.0125,0.0016427105,0.0,Transit
Kepler-829 b,3503.0,14.973,Neptune-like,2016,5.1,Earth,2.11,Earth,0.0678,0.01889117,0.0,Transit
Kepler-82 b,2950.0,15.131,Neptune-like,2012,12.15,Earth,0.363,Jupiter,0.1683,0.07227926,0.0,Transit
Kepler-82 c,2950.0,15.131,Neptune-like,2012,13.9,Earth,0.476,Jupiter,0.2626,0.14099932,0.01,Transit
Kepler-82 d,2950.0,15.131,Super Earth,2014,3.78,Earth,1.77,Earth,0.034,0.006570842,0.0,Transit
Kepler-82 e,2950.0,15.131,Neptune-like,2014,6.66,Earth,0.22,Jupiter,0.063,0.01615332,0.0,Transit
Kepler-82 f,2950.0,15.131,Neptune-like,2019,20.9,Earth,0.432,Jupiter,0.3395,0.20725529,0.0,Transit Timing Variations
Kepler-830 b,3660.0,14.88,Super Earth,2016,3.53,Earth,1.7,Earth,0.1033,0.030937715,0.0,Transit
Kepler-831 b,1936.0,13.751,Super Earth,2016,2.15,Earth,1.27,Earth,0.0603,0.015331964,0.0,Transit
Kepler-832 b,5507.0,16.001,Super Earth,2016,4.9,Earth,2.06,Earth,0.075,0.01943874,0.0,Transit
Kepler-833 b,1525.0,15.755,Super Earth,2016,4.74,Earth,2.02,Earth,0.1139,0.05147159,0.0,Transit
Kepler-834 b,2068.0,16.211,Super Earth,2016,4.74,Earth,2.02,Earth,0.0862,0.036413416,0.0,Transit
Kepler-835 b,7849.0,16.062,Neptune-like,2016,8.2,Earth,0.249,Jupiter,0.107,0.031211497,0.0,Transit
Kepler-836 b,3197.0,14.672,Neptune-like,2016,7.9,Earth,0.244,Jupiter,0.1013,0.031211497,0.0,Transit
Kepler-837 b,2942.0,15.576,Neptune-like,2016,7.08,Earth,0.228,Jupiter,0.1144,0.045448326,0.0,Transit
Kepler-838 b,3601.0,15.424,Neptune-like,2016,7.9,Earth,0.244,Jupiter,0.1266,0.04298426,0.0,Transit
Kepler-839 b,3081.0,13.693,Neptune-like,2016,7.13,Earth,0.229,Jupiter,0.2341,0.103490755,0.0,Transit
Kepler-83 b,1306.0,16.145,Gas Giant,2012,0.132,Jupiter,0.252,Jupiter,0.07295,0.026830938,0.0,Transit
Kepler-83 c,1306.0,16.145,Super Earth,2012,11.4,Earth,0.211,Jupiter,0.11796,0.0550308,0.0,Transit
Kepler-83 d,1306.0,16.145,Super Earth,2014,24.6,Earth,1.94,Earth,0.051,0.014236824,0.0,Transit
Kepler-841 b,3259.0,15.791,Neptune-like,2016,23.8,Earth,0.467,Jupiter,0.479,0.34058863,0.0,Transit
Kepler-842 b,1738.0,15.363,Super Earth,2016,3.19,Earth,1.6,Earth,0.0204,0.003285421,0.0,Transit
Kepler-843 b,3802.0,15.354,Neptune-like,2016,7.22,Earth,0.231,Jupiter,0.0313,0.0057494864,0.0,Transit
Kepler-844 b,1408.0,15.986,Super Earth,2016,3.46,Earth,1.68,Earth,0.0298,0.007118412,0.0,Transit
Kepler-845 b,1406.0,14.903,Super Earth,2016,4.82,Earth,2.04,Earth,0.017,0.0024640656,0.0,Transit
Kepler-846 b,3677.0,15.684,Neptune-like,2016,6.71,Earth,0.221,Jupiter,0.1399,0.054209445,0.0,Transit
Kepler-847 b,1674.0,14.998,Super Earth,2016,1.76,Earth,1.18,Earth,0.0315,0.0062970566,0.0,Transit
Kepler-848 b,4497.0,14.194,Super Earth,2016,3.53,Earth,1.7,Earth,0.072,0.01889117,0.0,Transit
Kepler-849 b,2682.0,12.878,Gas Giant,2016,0.127,Jupiter,0.637,Jupiter,1.1088,1.0803559,0.0,Transit
Kepler-84 b,3340.0,14.92,Super Earth,2012,40.0,Earth,2.23,Earth,0.0827,0.023819301,0.0,Transit
Kepler-84 c,3340.0,14.92,Super Earth,2012,20.2,Earth,0.211,Jupiter,0.1072,0.035318274,0.0,Transit
Kepler-84 d,3340.0,14.92,Super Earth,2014,2.48,Earth,1.38,Earth,0.052,0.011498973,0.0,Transit
Kepler-84 e,3340.0,14.92,Neptune-like,2014,7.27,Earth,0.232,Jupiter,0.181,0.07501711,0.0,Transit
Kepler-84 f,3340.0,14.92,Neptune-like,2014,5.48,Earth,2.2,Earth,0.25,0.12210814,0.0,Transit
Kepler-850 b,5419.0,15.611,Super Earth,2016,3.82,Earth,1.78,Earth,0.0744,0.019712524,0.0,Transit
Kepler-851 b,2738.0,15.172,Super Earth,2016,3.46,Earth,1.68,Earth,0.0802,0.023271732,0.0,Transit
Kepler-852 b,5281.0,14.006,Neptune-like,2016,6.99,Earth,0.227,Jupiter,0.2654,0.122929506,0.0,Transit
Kepler-853 b,1855.0,12.339,Super Earth,2016,3.5,Earth,1.69,Earth,0.0779,0.019712524,0.0,Transit
Kepler-855 b,4914.0,15.157,Gas Giant,2016,0.166,Jupiter,0.745,Jupiter,0.0762,0.02162902,0.0,Transit
Kepler-856 b,4408.0,15.594,Gas Giant,2016,0.199,Jupiter,0.83,Jupiter,0.0787,0.021902807,0.0,Transit
Kepler-857 b,3208.0,15.167,Neptune-like,2016,37.2,Earth,0.607,Jupiter,0.3751,0.23381247,0.0,Transit
Kepler-858 b,974.0,12.568,Neptune-like,2016,21.1,Earth,0.434,Jupiter,0.3403,0.20835043,0.0,Transit
Kepler-859 b,2740.0,15.977,Neptune-like,2016,9.75,Earth,0.276,Jupiter,0.1345,0.055852156,0.0,Transit
Kepler-85 b,2496.0,14.89,Super Earth,2012,4.54,Earth,1.97,Earth,0.0766,0.022724163,0.0,Transit
Kepler-85 c,2496.0,14.89,Super Earth,2012,20.9,Earth,2.18,Earth,0.1007,0.034223136,0.0,Transit
Kepler-85 d,2496.0,14.89,Super Earth,2014,1.87,Earth,1.2,Earth,0.13,0.049007528,0.0,Transit
Kepler-85 e,2496.0,14.89,Super Earth,2014,0.6,Earth,1.27,Earth,0.163,0.068993844,0.0,Transit
Kepler-860 b,3446.0,15.544,Neptune-like,2016,10.6,Earth,0.289,Jupiter,0.058,0.013963039,0.0,Transit
Kepler-861 b,2774.0,15.993,Neptune-like,2016,5.82,Earth,0.203,Jupiter,0.0463,0.010677618,0.0,Transit
Kepler-862 b,3389.0,15.601,Neptune-like,2016,5.52,Earth,2.21,Earth,0.039,0.008487337,0.0,Transit
Kepler-863 b,4892.0,15.567,Neptune-like,2016,8.75,Earth,0.259,Jupiter,0.122,0.042710472,0.0,Transit
Kepler-864 b,6599.0,15.898,Neptune-like,2016,6.35,Earth,0.214,Jupiter,0.0687,0.015879534,0.0,Transit
Kepler-865 b,1912.0,14.635,Neptune-like,2016,6.76,Earth,0.222,Jupiter,0.1057,0.03887748,0.0,Transit
Kepler-866 b,2109.0,16.124,Super Earth,2016,3.29,Earth,1.63,Earth,0.0331,0.007118412,0.0,Transit
Kepler-867 b,3900.0,15.098,Neptune-like,2016,19.4,Earth,0.414,Jupiter,0.5375,0.41122517,0.0,Transit
Kepler-868 b,5197.0,15.872,Super Earth,2016,4.86,Earth,2.05,Earth,0.0575,0.0136892535,0.0,Transit
Kepler-869 b,3065.0,15.122,Neptune-like,2016,12.7,Earth,0.322,Jupiter,0.2244,0.110609174,0.0,Transit
Kepler-870 b,4108.0,15.326,Neptune-like,2016,8.15,Earth,0.248,Jupiter,0.1539,0.058590006,0.0,Transit
Kepler-871 b,6446.0,15.882,Neptune-like,2016,13.5,Earth,0.334,Jupiter,0.1572,0.060232718,0.0,Transit
Kepler-872 b,2870.0,15.242,Super Earth,2016,4.62,Earth,1.99,Earth,0.0362,0.007118412,0.0,Transit
Kepler-873 b,3856.0,15.052,Neptune-like,2016,13.5,Earth,0.335,Jupiter,0.1542,0.05639973,0.0,Transit
Kepler-874 b,3530.0,14.822,Neptune-like,2016,14.7,Earth,0.352,Jupiter,0.2234,0.109787814,0.0,Transit
Kepler-875 b,4053.0,15.357,Neptune-like,2016,8.75,Earth,0.259,Jupiter,0.1771,0.075290896,0.0,Transit
Kepler-876 b,2678.0,15.647,Super Earth,2016,2.63,Earth,1.43,Earth,0.0549,0.013963039,0.0,Transit
Kepler-877 b,1964.0,14.74,Neptune-like,2016,5.14,Earth,2.12,Earth,0.1301,0.05065024,0.0,Transit
Kepler-878 b,2582.0,14.967,Super Earth,2016,4.38,Earth,1.93,Earth,0.165,0.070910335,0.0,Transit
Kepler-879 b,2618.0,14.429,Neptune-like,2016,7.13,Earth,0.229,Jupiter,0.2012,0.091444224,0.0,Transit
Kepler-87 b,4022.0,14.681,Gas Giant,2013,1.02,Jupiter,1.204,Jupiter,0.481,0.31403148,0.04,Transit
Kepler-87 c,4022.0,14.681,Neptune-like,2013,6.4,Earth,0.548,Jupiter,0.676,0.5234771,0.04,Transit
Kepler-880 b,1962.0,11.845,Neptune-like,2016,7.56,Earth,0.237,Jupiter,0.0915,0.021081451,0.0,Transit
Kepler-881 b,4486.0,15.281,Super Earth,2016,3.82,Earth,1.78,Earth,0.0552,0.012046544,0.0,Transit
Kepler-882 b,1646.0,14.188,Super Earth,2016,2.04,Earth,1.23,Earth,0.0449,0.0109514035,0.0,Transit
Kepler-883 b,2047.0,13.169,Super Earth,2016,3.82,Earth,1.78,Earth,0.1055,0.03559206,0.0,Transit
Kepler-884 b,1555.0,13.164,Super Earth,2016,2.04,Earth,1.23,Earth,0.0622,0.015605749,0.0,Transit
Kepler-885 b,2125.0,12.948,Neptune-like,2016,6.8,Earth,0.223,Jupiter,0.1432,0.0495551,0.0,Transit
Kepler-886 b,2320.0,14.054,Super Earth,2016,2.92,Earth,1.52,Earth,0.067,0.016974675,0.0,Transit
Kepler-887 b,2892.0,13.52,Super Earth,2016,4.04,Earth,1.84,Earth,0.1536,0.055852156,0.0,Transit
Kepler-887 c,2892.0,13.52,Super Earth,2016,1.51,Earth,1.13,Earth,0.0797,0.020807665,0.0,Transit
Kepler-888 b,1373.0,13.061,Super Earth,2016,3.75,Earth,1.76,Earth,0.328,0.19356604,0.0,Transit
Kepler-889 b,1952.0,12.998,Super Earth,2016,1.32,Earth,1.09,Earth,0.0492,0.010130048,0.0,Transit
Kepler-88 d,1229.0,13.209,Gas Giant,2020,3.05046,Jupiter,1.17,Jupiter,,3.8,0.41,Radial Velocity
Kepler-890 b,5585.0,15.235,Gas Giant,2016,0.184,Jupiter,0.793,Jupiter,0.2944,0.14455852,0.0,Transit
Kepler-891 b,7635.0,15.386,Neptune-like,2016,33.6,Earth,0.572,Jupiter,0.2881,0.14620124,0.0,Transit
Kepler-892 b,1862.0,15.967,Neptune-like,2016,8.3,Earth,0.251,Jupiter,0.1015,0.03778234,0.0,Transit
Kepler-893 b,4194.0,15.347,Neptune-like,2016,9.43,Earth,0.27,Jupiter,0.0699,0.017248461,0.0,Transit
Kepler-894 b,3793.0,15.686,Neptune-like,2016,8.15,Earth,0.248,Jupiter,0.0916,0.026830938,0.0,Transit
Kepler-895 b,1762.0,16.21,Super Earth,2016,2.99,Earth,1.54,Earth,0.0328,0.007665982,0.0,Transit
Kepler-896 b,7617.0,15.457,Neptune-like,2016,6.94,Earth,0.226,Jupiter,0.5164,0.39561945,0.0,Transit
Kepler-897 b,4956.0,15.177,Neptune-like,2016,6.3,Earth,0.213,Jupiter,0.077,0.021902807,0.0,Transit
Kepler-898 b,1582.0,16.695,Super Earth,2016,2.83,Earth,1.49,Earth,0.0545,0.01615332,0.0,Transit
Kepler-899 b,4066.0,15.713,Neptune-like,2016,7.65,Earth,0.239,Jupiter,0.1392,0.052566737,0.0,Transit
Kepler-8 b,3333.0,13.598,Gas Giant,2010,0.59,Jupiter,1.416,Jupiter,0.0474,0.009582478,0.0,Transit
Kepler-900 b,1590.0,15.19,Super Earth,2016,4.98,Earth,2.08,Earth,0.0679,0.019164955,0.0,Transit
Kepler-901 b,828.0,15.85,Super Earth,2016,2.45,Earth,1.37,Earth,0.0378,0.009582478,0.0,Transit
Kepler-902 b,3801.0,14.992,Neptune-like,2016,6.99,Earth,0.227,Jupiter,0.223,0.109787814,0.0,Transit
Kepler-903 b,4466.0,14.856,Super Earth,2016,4.7,Earth,2.01,Earth,0.0907,0.028473647,0.0,Transit
Kepler-903 c,4466.0,14.856,Neptune-like,2016,6.94,Earth,0.226,Jupiter,0.302,0.17221081,0.0,Transit
Kepler-904 b,3191.0,14.56,Super Earth,2016,3.78,Earth,1.77,Earth,0.0417,0.008213553,0.0,Transit
Kepler-905 b,1726.0,14.058,Super Earth,2016,2.57,Earth,1.41,Earth,0.0572,0.013963039,0.0,Transit
Kepler-906 b,2472.0,14.019,Neptune-like,2016,5.1,Earth,2.11,Earth,0.2359,0.11416838,0.0,Transit
Kepler-907 b,1148.0,11.16,Super Earth,2016,1.87,Earth,1.2,Earth,0.1225,0.043531828,0.0,Transit
Kepler-908 b,949.0,11.607,Super Earth,2016,1.98,Earth,1.22,Earth,0.0247,0.003559206,0.0,Transit
Kepler-909 b,1010.0,11.626,Super Earth,2016,2.76,Earth,1.47,Earth,0.1175,0.038056124,0.0,Transit
Kepler-90b,2767.0,13.883,Super Earth,2013,2.27,Earth,1.31,Earth,0.074,0.019164955,0.0,Transit
Kepler-90c,2767.0,13.883,Super Earth,2013,1.81,Earth,1.19,Earth,0.089,0.023819301,0.0,Transit
Kepler-90d,2767.0,13.883,Neptune-like,2013,8.6,Earth,0.256,Jupiter,0.32,0.16344969,0.0,Transit
